https://play.google.com/store/apps/details?id=com.sirma.mobile.bible.android, Bible, 4.7, 50 000 000 - 100 000 000, 29 July 2016
https://play.google.com/store/apps/details?id=com.solvus_lab.android.BibleEN_kjv, Holy Bible (KJV), 4.4, 1 000 000 - 5 000 000, 2 July 2014
